725,  2:07:49  , Kim Yi-Yong                  ,  KOR   ,  20.09.73  ,4, Rotterdam             ,      18.04.1999
725,  2:07:49  , Ian Syster                   ,  RSA   ,  20.01.76  ,1, Beijing               ,      19.10.2003
725,  2:07:49  , Jaouad Gharib                ,  MAR   ,  22.05.72  ,2, London                ,      17.04.2005
725,  2:07:49  , Philemon Gitia Baaru         ,  KEN   ,  20.05.81  ,2, Kosice                ,      07.10.2012
725,  2:07:49  , Evans Rutto                  ,  KEN   ,  14.01.84  ,3, Kosice                ,      07.10.2012
725,  2:07:49  , Ernest Ngeno                 ,  KEN   ,  20.05.95  ,2, Gongju                ,      16.10.2016
731,  2:07:50  , Boniface Usisivu             ,  KEN   ,  05.09.74  ,4, Berlin                ,      29.09.2002
731,  2:07:50  , Toshinari Takaoka            ,  JPN   ,  24.09.70  ,3, Chicago               ,      10.10.2004
731,  2:07:50  , Jimmy Muindi                 ,  KEN   ,  14.08.73  ,1, Rotterdam             ,      10.04.2005
731,  2:07:50  , Geoffrey Mutai               ,  KEN   ,  07.10.81  ,1, Eindhoven             ,      12.10.2008
731,  2:07:50  , Stephen Kiprotich            ,  UGA   ,  18.04.89  ,3, Tokyo                 ,      26.02.2012
736,  2:07:51  , Robert de Castella           ,  AUS   ,  27.02.57  ,1, Boston                ,      21.04.1986
736,  2:07:51  , Vincent Rousseau             ,  BEL   ,  29.07.62  ,1, Rotterdam             ,      17.04.1994
736,  2:07:51  , Domingos Castro              ,  POR   ,  22.11.63  ,1, Rotterdam             ,      20.04.1997
736,  2:07:51  , William Kiplagat             ,  KEN   ,  21.06.72  ,4, Amsterdam             ,      19.10.2003
736,  2:07:51  , Jimmy Muindi                 ,  KEN   ,  14.08.73  ,3, Chicago               ,      22.10.2006
736,  2:07:51  , Jason Mbote                  ,  KEN   ,  05.01.77  ,6, Amsterdam             ,      21.10.2007
736,  2:07:51  , Elijah Kemboi                ,  KEN   ,  10.09.84  ,4, Kosice                ,      07.10.2012
736,  2:07:51  , Ghirmay Ghebreslassie        ,  ERI   ,  14.11.95  ,1, New York City         ,      06.11.2016
744,  2:07:52  , Gert Thys                    ,  RSA   ,  12.11.71  ,3, Boston                ,      20.04.1998
744,  2:07:52  , Giacomo Leone                ,  ITA   ,  10.04.71  ,2, Otsu                  ,      04.03.2001
744,  2:07:52  , Shigeru Aburaya              ,  JPN   ,  06.02.77  ,3, Otsu                  ,      04.03.2001
744,  2:07:52  , Tomoaki Kunichika            ,  JPN   ,  22.07.73  ,1, Fukuoka               ,      07.12.2003
744,  2:07:52  , Paul Kirui                   ,  KEN   ,  05.02.80  ,1, Amsterdam             ,      19.10.2008
744,  2:07:52  , Deriba Merga Ejigu           ,  ETH   ,  26.10.80  ,1, Houston               ,      18.01.2009
744,  2:07:52  , Tekeste Kebede               ,  ETH   ,  14.08.81  ,2, Fukuoka               ,      06.12.2009
744,  2:07:52  , Yemane Adhane                ,  ETH   ,  08.04.85  ,4, Berlin                ,      26.09.2010
744,  2:07:52  , Thomas Kiplagat              ,  KEN   ,            ,3, Seoul                 ,      09.11.2014
744,  2:07:52  , Wilson Kipsang Kiprotich     ,  KEN   ,  15.03.82  ,5, London                ,      24.04.2016
754,  2:07:53  , Josephat Kiprono             ,  KEN   ,  12.12.73  ,2, Rotterdam             ,      13.04.2003
754,  2:07:53  , Shadrack Kiplagat            ,  KEN   ,  09.12.77  ,7, Amsterdam             ,      21.10.2007
754,  2:07:53  , David Kiyeng                 ,  KEN   ,83,1, Reims                 ,      19.10.2008
754,  2:07:53  , Duncan Kipkemboi Kibet       ,  KEN   ,  25.04.78  ,1, Milano                ,      23.11.2008
754,  2:07:53  , Duncan Koech                 ,  KEN   ,  28.12.81  ,3, Köln                  ,      14.10.2012
754,  2:07:53  , Bernard Kiprop Kipyego       ,  KEN   ,  16.07.86  ,3, Tokyo                 ,      24.02.2013
754,  2:07:53  , Jacob Kendagor               ,  KEN   ,  19.09.84  ,5, Daegu                 ,      06.04.2014
754,  2:07:53  , Joel Kimurer                 ,  KEN   ,  21.01.88  ,2, Gongju                ,      19.10.2014
762,  2:07:54  , Alejandro Gómez              ,  ESP   ,  11.04.67  ,2, Rotterdam             ,      20.04.1997
762,  2:07:54  , Gezahegne Abera              ,  ETH   ,  23.04.78  ,1, Fukuoka               ,      05.12.1999
762,  2:07:54  , Jaouad Gharib                ,  MAR   ,  22.05.72  ,4, London                ,      22.04.2007
762,  2:07:54  , Deressa Chisma               ,  ETH   ,  21.11.76  ,2, Dubai                 ,      16.01.2009
762,  2:07:54  , Moses Kimeli Arusei          ,  KEN   ,84,1, Seoul                 ,      15.03.2009
762,  2:07:54  , Stephen Kibiwott             ,  KEN   ,  03.04.80  ,2, Praha                 ,      10.05.2009
762,  2:07:54  , Benjamin Kiptoo              ,  KEN   ,79,1, Chuncheon             ,      24.10.2010
762,  2:07:54  , Eshetu Wondimu               ,  ETH   ,  26.01.82  ,6, Paris                 ,      15.04.2012
762,  2:07:54  , Negari Terfa                 ,  ETH   ,  12.06.83  ,2, Houston               ,      19.01.2014
762,  2:07:54  , Essa Ismail Rasheed          ,  QAT   ,  14.12.86  ,4, Amsterdam             ,      19.10.2014
762,  2:07:54  , Laban Korir                  ,  KEN   ,  30.12.85  ,6, Paris                 ,      12.04.2015
773,  2:07:55  , António Pinto                ,  POR   ,  22.03.66  ,1, London                ,      13.04.1997
773,  2:07:55  , Mohamed Ouaadi               ,  FRA   ,  01.01.69  ,2, Fukuoka               ,      05.12.1999
773,  2:07:55  , Toshinari Suwa               ,  JPN   ,  29.01.77  ,2, Fukuoka               ,      07.12.2003
773,  2:07:55  , Stephen Chemlany             ,  KEN   ,  09.08.82  ,2, Berlin                ,      25.09.2011
773,  2:07:55  , Dadi Yami                    ,  ETH   ,82,7, Dubai                 ,      25.01.2013
773,  2:07:55  , Mustapha El Aziz             ,  MAR   ,  24.12.85  ,3, Seoul                 ,      03.11.2013
779,  2:07:56  , Simon Bor                    ,  KEN   ,  13.02.69  ,2, Amsterdam             ,      20.10.2002
779,  2:07:56  , Gezahegne Abera              ,  ETH   ,  23.04.78  ,1, London                ,      13.04.2003
779,  2:07:56  , Stefano Baldini              ,  ITA   ,  25.05.71  ,2, London                ,      13.04.2003
779,  2:07:56  , Hendrick Ramaala             ,  RSA   ,  02.02.72  ,5, London                ,      22.04.2007
779,  2:07:56  , Shadrack Kiplagat            ,  KEN   ,  09.12.77  ,6, Amsterdam             ,      17.10.2010
779,  2:07:56  , Abel Kirui                   ,  KEN   ,  04.06.82  ,6, London                ,      22.04.2012
779,  2:07:56  , Shumi Dechasa                ,  ETH   ,  28.05.89  ,4, Hamburg               ,      29.04.2012
779,  2:07:56  , Negari Terfa                 ,  ETH   ,  12.06.83  ,1, Roma                  ,      17.03.2013
779,  2:07:56  , Deressa Chisma               ,  ETH   ,  21.11.76  ,7, Paris                 ,      12.04.2015
788,  2:07:57  , Kunimitsu Ito                ,  JPN   ,  06.01.55  ,2, Beijing               ,      19.10.1986
788,  2:07:57  , Stefano Baldini              ,  ITA   ,  25.05.71  ,2, London                ,      13.04.1997
788,  2:07:57  , Abel Antón                   ,  ESP   ,  24.10.62  ,1, London                ,      26.04.1998
788,  2:07:57  , Abdelkader El Mouaziz        ,  MAR   ,  01.01.69  ,1, London                ,      18.04.1999
788,  2:07:57  , Joseph Ngolebus              ,  KEN   ,  10.04.75  ,3, London                ,      13.04.2003
788,  2:07:57  , Philip Singoei               ,  KEN   ,  31.12.75  ,1, Eindhoven             ,      14.10.2007
788,  2:07:57  , David Kiyeng                 ,  KEN   ,83,1, Daegu                 ,      08.04.2012
788,  2:07:57  , Lemi Berhanu                 ,  ETH   ,  13.09.94  ,1, Warszawa              ,      26.04.2015
788,  2:07:57  , Ernest Ngeno                 ,  KEN   ,  20.05.95  ,1, Hengshui              ,      26.09.2015
788,  2:07:57  , Felix Kipchirchir            ,  KEN   ,88,5, Seoul                 ,      18.03.2018
788,  2:07:57  , Stephen Kiprotich            ,  UGA   ,  18.04.89  ,5, Hamburg               ,      29.04.2018
799,  2:07:58  , Benson Cherono               ,  KEN   ,  30.06.84  ,1, Milano                ,      08.10.2006
799,  2:07:58  , Wilfred Kibet Kigen          ,  KEN   ,  23.02.75  ,1, Frankfurt             ,      28.10.2007
799,  2:07:58  , Kenneth Mburu Mungara        ,  KEN   ,  07.09.73  ,1, Toronto               ,      26.09.2010
799,  2:07:58  , Bernard Kiprop Kipyego       ,  KEN   ,  16.07.86  ,3, Rotterdam             ,      13.04.2014
799,  2:07:58  , Tsegay Kebede                ,  ETH   ,  15.01.87  ,8, Tokyo                 ,      22.02.2015
804,  2:07:59  , Joseph Kahugu                ,  KEN   ,  07.06.71  ,4, Chicago               ,      11.10.1998
804,  2:07:59  , Yoshiteru Morishita          ,  JPN   ,  26.05.71  ,4, Otsu                  ,      04.03.2001
804,  2:07:59  , Stephen Cheptot Matebo       ,  KEN   ,  30.03.74  ,3, Amsterdam             ,      20.10.2002
804,  2:07:59  , Antonio Peña                 ,  ESP   ,  26.08.70  ,2, Otsu                  ,      02.03.2003
804,  2:07:59  , Paul Tergat                  ,  KEN   ,  17.06.69  ,4, London                ,      13.04.2003
804,  2:07:59  , Toshinari Takaoka            ,  JPN   ,  24.09.70  ,3, Fukuoka               ,      07.12.2003
804,  2:07:59  , Hicham Chatt                 ,  MAR   ,  18.02.69  ,7, London                ,      23.04.2006
804,  2:07:59  , Bekana Daba                  ,  ETH   ,  29.07.88  ,4, Chicago               ,      09.10.2011
804,  2:07:59  , Ismail Adam Khamis Issa      ,  BRN   ,  12.02.89  ,1, Valencia              ,      27.11.2011
813,  2:08:00  , Sammy Lelei                  ,  KEN   ,  14.08.64  ,3, Berlin                ,      28.09.1997
813,  2:08:00  , Ondoro Osoro                 ,  KEN   ,  03.12.67  ,3, Chicago               ,      24.10.1999
813,  2:08:00  , Gebre-egziabher Gebremariam  ,  ETH   ,  10.09.84  ,4, New York City         ,      06.11.2011
813,  2:08:00  , Pius Dominic Ondoro          ,  KEN   ,88,1, Tiberias              ,      10.01.2013
813,  2:08:00  , Kazuhiro Maeda               ,  JPN   ,  19.04.81  ,4, Tokyo                 ,      24.02.2013
813,  2:08:00  , Marius Kipserem              ,  KEN   ,  17.05.88  ,2, Eindhoven             ,      09.10.2016
819,  2:08:01  , Juma Ikangaa                 ,  TAN   ,  19.07.60  ,1, New York City         ,      05.11.1989
819,  2:08:01  , Alberto Juzdado              ,  ESP   ,  20.08.66  ,1, Tokyo                 ,      08.02.1998
819,  2:08:01  , Samson Ramadhani             ,  TAN   ,  25.12.82  ,5, London                ,      13.04.2003
819,  2:08:01  , Philip Manyim                ,  KEN   ,  24.03.78  ,4, Berlin                ,      30.09.2007
819,  2:08:01  , Sammy Korir                  ,  KEN   ,  12.12.71  ,3, Dubai                 ,      18.01.2008
819,  2:08:01  , Benjamin Kiptoo              ,  KEN   ,79,4, Paris                 ,      11.04.2010
819,  2:08:01  , Nicholas Kemboi              ,  QAT   ,  25.11.83  ,2, Valencia              ,      27.11.2011
819,  2:08:01  , Francis Kipkoech Bowen       ,  KEN   ,  12.10.73  ,3, Valencia              ,      27.11.2011
819,  2:08:01  , Julius Nderitu               ,  KEN   ,76,14, Dubai                 ,      27.01.2012
819,  2:08:01  , Emmanuel Mutai               ,  KEN   ,  12.10.84  ,7, London                ,      22.04.2012
819,  2:08:01  , Stephen Kiprotich            ,  UGA   ,  18.04.89  ,1, London                ,      12.08.2012
819,  2:08:01  , Laban Mutai                  ,  KEN   ,85,4, Köln                  ,      14.10.2012
819,  2:08:01  , Tadesse Tola                 ,  ETH   ,  31.10.87  ,4, Eindhoven             ,      14.10.2012
819,  2:08:01  , Stephen Chebogut             ,  KEN   ,  09.01.85  ,3, Hamburg               ,      26.04.2015
819,  2:08:01  , Sisay Lemma                  ,  ETH   ,  12.12.90  ,3, Dubai                 ,      20.01.2017
834,  2:08:02  , Sammy Korir                  ,  KEN   ,  12.12.71  ,3, Rotterdam             ,      20.04.1997
834,  2:08:02  , Peter Githuka                ,  KEN   ,  14.02.69  ,4, Chicago               ,      22.10.2000
834,  2:08:02  , Albercio Di Cecco            ,  ITA   ,  19.04.74  ,1, Roma                  ,      13.03.2005
834,  2:08:02  , Jackson Koech                ,  KEN   ,  26.12.78  ,2, Rotterdam             ,      10.04.2005
834,  2:08:02  , Stephen Chebogut             ,  KEN   ,  09.01.85  ,6, Paris                 ,      10.04.2011
834,  2:08:02  , James Kipsang Kwambai        ,  KEN   ,  28.02.83  ,5, Tokyo                 ,      24.02.2013
834,  2:08:02  , Shami Abdullah               ,  ETH   ,  16.07.84  ,4, Amsterdam             ,      20.10.2013
834,  2:08:02  , Luka Kanda                   ,  KEN   ,  01.01.87  ,3, Paris                 ,      06.04.2014
834,  2:08:02  , Deriba Robi                  ,  ETH   ,  20.09.90  ,4, Rotterdam             ,      13.04.2014
834,  2:08:02  , Bernard Koech                ,  KEN   ,  31.01.88  ,3, Rotterdam             ,      12.04.2015
844,  2:08:03  , Abdelkader El Mouaziz        ,  MAR   ,  01.01.69  ,6, London                ,      13.04.2003
844,  2:08:03  , Gashaw Melesse Asfaw         ,  ETH   ,  26.09.78  ,1, Paris                 ,      09.04.2006
844,  2:08:03  , Bekana Daba                  ,  ETH   ,  29.07.88  ,9, Boston                ,      18.04.2011
844,  2:08:03  , Marilson dos Santos          ,  BRA   ,  06.08.77  ,8, London                ,      22.04.2012
844,  2:08:03  , Laban Mutai                  ,  KEN   ,85,1, Linz                  ,      06.04.2014
844,  2:08:03  , Birhanu Gedefa               ,  ETH   ,  22.11.86  ,1, Houston               ,      18.01.2015
844,  2:08:03  , Micah Kogo                   ,  KEN   ,  03.06.86  ,4, Paris                 ,      03.04.2016
844,  2:08:03  , Robert Kwambai               ,  KEN   ,  22.11.85  ,3, Gongju                ,      16.10.2016
852,  2:08:04  , Zithulele Sinqe              ,  RSA   ,  09.06.63  ,1, Port Elizabeth        ,      03.05.1986
852,  2:08:04  , Salim Kipsang                ,  KEN   ,  22.12.79  ,1, Paris                 ,      10.04.2005
852,  2:08:04  , Lee Bong-Ju                  ,  KOR   ,  11.10.70  ,1, Seoul                 ,      18.03.2007
852,  2:08:04  , Abel Kirui                   ,  KEN   ,  04.06.82  ,5, London                ,      25.04.2010
852,  2:08:04  , Getu Feleke                  ,  ETH   ,  28.11.86  ,4, Praha                 ,      09.05.2010
852,  2:08:04  , Ryan Hall                    ,  USA   ,  14.10.82  ,5, Chicago               ,      09.10.2011
852,  2:08:04  , Charles Munyeki Kiama        ,  KEN   ,  02.11.86  ,5, Eindhoven             ,      09.10.2011
852,  2:08:04  , Luka Kanda                   ,  KEN   ,  01.01.87  ,1, Roma                  ,      18.03.2012
852,  2:08:04  , Deriba Robi                  ,  ETH   ,  20.09.90  ,1, Marrakesh             ,      26.01.2014
852,  2:08:04  , Laban Korir                  ,  KEN   ,  30.12.85  ,5, Hamburg               ,      04.05.2014
852,  2:08:04  , Gilbert Yegon                ,  KEN   ,  06.08.88  ,2, Valencia              ,      20.11.2016
863,  2:08:05  , Steve Jones                  ,  GBR   ,  04.08.55  ,1, Chicago               ,      21.10.1984
863,  2:08:05  , Martin Fiz                   ,  ESP   ,  03.03.63  ,1, Otsu                  ,      02.03.1997
863,  2:08:05  , Hiroshi Miki                 ,  JPN   ,  10.06.75  ,2, Tokyo                 ,      14.02.1999
863,  2:08:05  , James Mbugua                 ,  KEN   ,  14.04.87  ,1, Mombasa               ,      09.03.2010
863,  2:08:05  , Eliud Kiptanui               ,  KEN   ,  06.06.89  ,5, Berlin                ,      26.09.2010
863,  2:08:05  , Augustine Rono               ,  KEN   ,81,6, Eindhoven             ,      09.10.2011
863,  2:08:05  , Stephen Kibet Kosgei         ,  KEN   ,  09.11.86  ,4, Rotterdam             ,      15.04.2012
863,  2:08:05  , Stephen Kiprotich            ,  UGA   ,  18.04.89  ,6, London                ,      21.04.2013
863,  2:08:05  , Sammy Kigen                  ,  KEN   ,  29.09.85  ,4, Eindhoven             ,      12.10.2014
863,  2:08:05  , Felix Kipchirchir            ,  KEN   ,88,1, Rennes                ,      26.10.2014
863,  2:08:05  , Dadi Yami                    ,  ETH   ,82,4, Seoul                 ,      15.03.2015
863,  2:08:05  , Robert Chemosin              ,  KEN   ,  01.02.89  ,2, Warszawa              ,      26.04.2015
875,  2:08:06  , Josiah Thugwane              ,  RSA   ,  15.04.71  ,3, London                ,      13.04.1997
875,  2:08:06  , Paul Tergat                  ,  KEN   ,  17.06.69  ,6, London                ,      22.04.2007
875,  2:08:06  , John Komen                   ,  KEN   ,  28.08.77  ,2, Reims                 ,      19.10.2008
875,  2:08:06  , Samuel Tsegay Tesfamriam     ,  ERI   ,  24.10.88  ,9, London                ,      22.04.2012
875,  2:08:06  , Mariko Kiplagat              ,  KEN   ,  10.01.82  ,1, Xiamen                ,      02.01.2014
875,  2:08:06  , Tsegaye Mekonnen             ,  ETH   ,  15.06.95  ,5, London                ,      13.04.2014
875,  2:08:06  , John Mwangangi               ,  KEN   ,  01.11.90  ,6, Hamburg               ,      04.05.2014
875,  2:08:06  , Abel Kirui                   ,  KEN   ,  04.06.82  ,5, Tokyo                 ,      28.02.2016
875,  2:08:06  , Julius Tuwei                 ,  KEN   ,            ,7, Valencia              ,      19.11.2017
884,  2:08:07  , David Tsebe                  ,  RSA   ,  09.11.66  ,1, Berlin                ,      27.09.1992
884,  2:08:07  , Toshiyuki Hayata             ,  JPN   ,  02.05.68  ,2, Fukuoka               ,      07.12.1997
884,  2:08:07  , Abdelkader El Mouaziz        ,  MAR   ,  01.01.69  ,2, London                ,      26.04.1998
884,  2:08:07  , Rodgers Rop                  ,  KEN   ,  16.02.76  ,1, New York City         ,      03.11.2002
884,  2:08:07  , Philip Manyim                ,  KEN   ,  24.03.78  ,2, Roma                  ,      13.03.2005
884,  2:08:07  , Jackson Kipkoech             ,  KEN   ,  12.02.88  ,1, Tiberias              ,      08.01.2009
884,  2:08:07  , Philip Sanga Kimutai         ,  KEN   ,  10.09.83  ,2, Eindhoven             ,      11.10.2009
884,  2:08:07  , Robert Kipchumba             ,  KEN   ,  24.02.84  ,1, Xiamen                ,      02.01.2011
884,  2:08:07  , Gilbert Yegon                ,  KEN   ,  06.08.88  ,1, Düsseldorf            ,      27.04.2014
884,  2:08:07  , Patrick Terer                ,  KEN   ,  06.07.89  ,1, Praha                 ,      11.05.2014
884,  2:08:07  , Joel Kimurer                 ,  KEN   ,  21.01.88  ,1, Seoul                 ,      06.11.2016
895,  2:08:08  , Djama Robleh                 ,  DJI   ,58,2, Chicago               ,      20.10.1985
895,  2:08:08  , Jackson Kipng'ok             ,  KEN   ,  14.12.60  ,3, Boston                ,      18.04.1994
895,  2:08:08  , Erick Kimaiyo                ,  KEN   ,  01.01.69  ,4, London                ,      13.04.1997
895,  2:08:08  , Alberto Juzdado              ,  ESP   ,  20.08.66  ,3, Tokyo                 ,      13.02.2000
895,  2:08:08  , Antonio Peña                 ,  ESP   ,  26.08.70  ,4, Amsterdam             ,      20.10.2002
895,  2:08:08  , Yusuf Songoka                ,  KEN   ,  05.02.79  ,1, Daegu                 ,      10.04.2011
895,  2:08:08  , Collins Tanui                ,  KEN   ,92,2, Kosice                ,      04.10.2015
895,  2:08:08  , Ryo Kiname                   ,  JPN   ,  22.01.91  ,7, Tokyo                 ,      25.02.2018
895,  2:08:08  , Anthony Maritim              ,  KEN   ,  12.11.86  ,1, Barcelona             ,      11.03.2018
904,  2:08:09  , Ahmed Salah                  ,  DJI   ,  31.12.56  ,1, Hiroshima             ,      14.04.1985
904,  2:08:09  , Hwang Young-Cho              ,  KOR   ,  22.03.70  ,4, Boston                ,      18.04.1994
904,  2:08:09  , José Manuel Martinez         ,  ESP   ,  22.10.71  ,3, Rotterdam             ,      13.04.2003
904,  2:08:09  , Nephat Kinyaniui             ,  KEN   ,  30.06.77  ,1, Beijing               ,      21.10.2007
904,  2:08:09  , Gilbert Kirwa                ,  KEN   ,  20.12.85  ,4, Wien                  ,      15.04.2012
904,  2:08:09  , Kohei Matsumura              ,  JPN   ,  25.11.86  ,8, Tokyo                 ,      23.02.2014
904,  2:08:09  , Levi Omari                   ,  KEN   ,  03.11.89  ,2, Warszawa              ,      13.04.2014
904,  2:08:09  , Abrha Milaw                  ,  ETH   ,  03.01.88  ,3, Xiamen                ,      03.01.2015
904,  2:08:09  , Sisay Jisa                   ,  ETH   ,  29.11.82  ,4, Dubai                 ,      20.01.2017
913,  2:08:10  , Juma Ikangaa                 ,  TAN   ,  19.07.60  ,1, Tokyo                 ,      09.02.1986
913,  2:08:10  , Julius Rutto                 ,  KEN   ,  26.12.71  ,1, Paris                 ,      04.04.1999
913,  2:08:10  , Sammy Korir                  ,  KEN   ,  12.12.71  ,5, Amsterdam             ,      20.10.2002
913,  2:08:10  , Lee Bong-Ju                  ,  KOR   ,  11.10.70  ,7, London                ,      13.04.2003
913,  2:08:10  , Antonio Peña                 ,  ESP   ,  26.08.70  ,4, Fukuoka               ,      07.12.2003
913,  2:08:10  , Mbarak Hussein               ,  KEN   ,  04.04.65  ,3, Seoul                 ,      14.03.2004
913,  2:08:10  , Tariku Jufar                 ,  ETH   ,  18.07.84  ,3, Hamburg               ,      27.04.2008
913,  2:08:10  , Joseph Ngeny Kiprotich       ,  KEN   ,  20.07.77  ,3, Eindhoven             ,      11.10.2009
913,  2:08:10  , Jafred Chirchir              ,  KEN   ,  08.08.83  ,2, Toronto               ,      26.09.2010
913,  2:08:10  , Feyisa Lilesa                ,  ETH   ,  01.02.90  ,3, Chicago               ,      10.10.2010
913,  2:08:10  , Deriba Robi                  ,  ETH   ,  20.09.90  ,2, Tiberias              ,      10.01.2013
913,  2:08:10  , Bernard Kiprop Kipyego       ,  KEN   ,  16.07.86  ,6, Tokyo                 ,      26.02.2017
925,  2:08:11  , Tereje Wodajo                ,  ETH   ,  27.01.82  ,4, Seoul                 ,      14.03.2004
925,  2:08:11  , Hosea Kiprop Rotich          ,  KEN   ,  02.10.79  ,2, Frankfurt             ,      28.10.2007
925,  2:08:11  , Shadrack Kiplagat            ,  KEN   ,  09.12.77  ,8, Paris                 ,      05.04.2009
925,  2:08:11  , Stephen Kibiwott             ,  KEN   ,  03.04.80  ,15, Dubai                 ,      27.01.2012
925,  2:08:11  , Birhanu Girma                ,  ETH   ,  22.11.86  ,2, Roma                  ,      17.03.2013
925,  2:08:11  , Chala Dechase                ,  ETH   ,  13.06.84  ,7, Dubai                 ,      23.01.2015
925,  2:08:11  , Markos Geneti                ,  ETH   ,  30.05.84  ,3, Warszawa              ,      26.04.2015
925,  2:08:11  , Joel Kemboi                  ,  KEN   ,  05.05.83  ,2, Gyeongju              ,      11.10.2015
925,  2:08:11  , Tilahun Regessa              ,  ETH   ,  18.01.90  ,8, Dubai                 ,      22.01.2016
925,  2:08:11  , Said Ait Addi                ,  MAR   ,  29.06.82  ,8, Valencia              ,      19.11.2017
935,  2:08:12  , John Kagwe                   ,  KEN   ,  09.01.69  ,1, New York City         ,      02.11.1997
935,  2:08:12  , Masakazu Fujiwara            ,  JPN   ,  06.03.81  ,3, Otsu                  ,      02.03.2003
935,  2:08:12  , John Komen                   ,  KEN   ,  28.08.77  ,9, Paris                 ,      05.04.2009
935,  2:08:12  , Gebo Burka                   ,  ETH   ,  27.09.87  ,2, Houston               ,      18.01.2015
935,  2:08:12  , Amos Kipruto                 ,  KEN   ,92,1, Roma                  ,      10.04.2016
935,  2:08:12  , Peter Kirui                  ,  KEN   ,  02.01.88  ,3, Valencia              ,      20.11.2016
935,  2:08:12  , Felix Kirwa                  ,  KEN   ,            ,7, Rotterdam             ,      09.04.2017
935,  2:08:12  , Reuben Kerio                 ,  KEN   ,94,1, Kosice                ,      01.10.2017
943,  2:08:13  , António Pinto                ,  POR   ,  22.03.66  ,3, London                ,      26.04.1998
943,  2:08:13  , Sammy Korir                  ,  KEN   ,  12.12.71  ,1, Amsterdam             ,      01.11.1998
943,  2:08:13  , Robert Cheruiyot             ,  KEN   ,  20.12.74  ,5, Amsterdam             ,      19.10.2003
943,  2:08:13  , Jason Mbote                  ,  KEN   ,  05.01.77  ,1, Seoul                 ,      05.11.2006
943,  2:08:13  , John Komen                   ,  KEN   ,  28.08.77  ,1, Venezia               ,      25.10.2009
943,  2:08:13  , Yared Dagnaw Sharew          ,  ERI   ,78,4, Eindhoven             ,      10.10.2010
943,  2:08:13  , Adil Ennani                  ,  MAR   ,  30.06.80  ,1, Torino                ,      13.11.2011
950,  2:08:14  , Ibrahim Hussein              ,  KEN   ,  03.06.58  ,1, Boston                ,      20.04.1992
950,  2:08:14  , Martin Fiz                   ,  ESP   ,  03.03.63  ,1, Otsu                  ,      05.03.2000
950,  2:08:14  , Sammy Korir                  ,  KEN   ,  12.12.71  ,3, Rotterdam             ,      22.04.2001
950,  2:08:14  , Joshua Chelanga              ,  KEN   ,  07.04.73  ,1, Seoul                 ,      04.11.2007
950,  2:08:14  , Gebre-egziabher Gebremariam  ,  ETH   ,  10.09.84  ,1, New York City         ,      07.11.2010
950,  2:08:14  , Gideon Kipketer              ,  KEN   ,  10.11.92  ,7, Amsterdam             ,      21.10.2012
950,  2:08:14  , Luka Kanda                   ,  KEN   ,  01.01.87  ,1, Valencia              ,      18.11.2012
950,  2:08:14  , Yuki Kawauchi                ,  JPN   ,  05.03.87  ,4, Seoul                 ,      17.03.2013
950,  2:08:14  , Birhanu Gebru                ,  ETH   ,  27.01.87  ,1, Ottawa                ,      23.05.2015
950,  2:08:14  , Cosmas Kiplimo Lagat         ,  KEN   ,95,1, Sevilla               ,      21.02.2016
950,  2:08:14  , Felix Kandie                 ,  KEN   ,  10.04.87  ,2, Praha                 ,      08.05.2016
950,  2:08:14  , Dino Sefer                   ,  ETH   ,  28.05.88  ,1, Ottawa                ,      29.05.2016
950,  2:08:14  , Yohannes Ghebremichael       ,  ERI   ,94,7, Tokyo                 ,      26.02.2017
950,  2:08:14  , Robert Kwambai               ,  KEN   ,  22.11.85  ,3, Gongju                ,      15.10.2017
964,  2:08:15  , Takeyuki Nakayama            ,  JPN   ,  20.12.59  ,2, Hiroshima             ,      14.04.1985
964,  2:08:15  , Willie Mtolo                 ,  RSA   ,  05.05.64  ,2, Port Elizabeth        ,      03.05.1986
964,  2:08:15  , Abdelkader El Mouaziz        ,  MAR   ,  01.01.69  ,1, Marrakesh             ,      31.01.1999
964,  2:08:15  , Paul Tergat                  ,  KEN   ,  17.06.69  ,2, London                ,      22.04.2001
964,  2:08:15  , Lee Bong-Ju                  ,  KOR   ,  11.10.70  ,5, Seoul                 ,      14.03.2004
964,  2:08:15  , Ren Longyun                  ,  CHN   ,  12.10.87  ,2, Beijing               ,      21.10.2007
964,  2:08:15  , Elias Kemboi                 ,  KEN   ,  10.03.84  ,4, Frankfurt             ,      25.10.2009
964,  2:08:15  , Daniel Rono                  ,  KEN   ,  13.07.78  ,3, Toronto               ,      26.09.2010
964,  2:08:15  , David Kiyeng                 ,  KEN   ,83,1, Seoul                 ,      07.11.2010
964,  2:08:15  , Yuki Kawauchi                ,  JPN   ,  05.03.87  ,1, Beppu-Oita            ,      03.02.2013
964,  2:08:15  , Laban Korir                  ,  KEN   ,  30.12.85  ,1, Toronto               ,      19.10.2014
964,  2:08:15  , Abreham Cherkos              ,  ETH   ,  23.09.89  ,5, Seoul                 ,      15.03.2015
964,  2:08:15  , Ernest Ngeno                 ,  KEN   ,  20.05.95  ,1, Milano                ,      03.04.2016
977,  2:08:16  , Steve Jones                  ,  GBR   ,  04.08.55  ,1, London                ,      21.04.1985
977,  2:08:16  , Steve Moneghetti             ,  AUS   ,  26.09.62  ,1, Berlin                ,      30.09.1990
